Questions	Answers
Feeling enthusiastic?	\n **Feeling enthusiastic?** \n So happy! 
Feeling happy today?	\n **Feeling happy today?** \n So happy! 
Feeling happy?	\n **Feeling happy?** \n So happy! 
Happy much?	\n **Happy much?** \n So happy! 
Happy today?	\n **Happy today?** \n So happy! 
Happy?	\n **Happy?** \n So happy! 
How happy are you?	\n **How happy are you?** \n So happy! 
In a good mood today?	\n **In a good mood today?** \n So happy! 
In a good mood?	\n **In a good mood?** \n So happy! 
Somebody seems happy today	\n **Somebody seems happy today** \n So happy! 
Somebody's cheerful today.	\n **Somebody's cheerful today.** \n So happy! 
Somebody's cheerful.	\n **Somebody's cheerful.** \n So happy! 
Somebody's chipper today.	\n **Somebody's chipper today.** \n So happy! 
Somebody's chipper.	\n **Somebody's chipper.** \n So happy! 
Somebody's enthusiastic today.	\n **Somebody's enthusiastic today.** \n So happy! 
Somebody's enthusiastic.	\n **Somebody's enthusiastic.** \n So happy! 
Somebody's feeling cheerful today.	\n **Somebody's feeling cheerful today.** \n So happy! 
Somebody's feeling cheerful.	\n **Somebody's feeling cheerful.** \n So happy! 
Somebody's feeling chipper today.	\n **Somebody's feeling chipper today.** \n So happy! 
Somebody's feeling chipper.	\n **Somebody's feeling chipper.** \n So happy! 
Somebody's feeling enthusiastic today.	\n **Somebody's feeling enthusiastic today.** \n So happy! 
Somebody's feeling enthusiastic.	\n **Somebody's feeling enthusiastic.** \n So happy! 
Somebody's feeling happy today.	\n **Somebody's feeling happy today.** \n So happy! 
Somebody's feeling happy.	\n **Somebody's feeling happy.** \n So happy! 
Somebody's happy	\n **Somebody's happy** \n So happy! 
Somebody's happy today	\n **Somebody's happy today** \n So happy! 
Somebody's happy today.	\n **Somebody's happy today.** \n So happy! 
Somebody's happy.	\n **Somebody's happy.** \n So happy! 
Somebody's in a good mood today.	\n **Somebody's in a good mood today.** \n So happy! 
Somebody's in a good mood.	\n **Somebody's in a good mood.** \n So happy! 
Someone happy today	\n **Someone happy today** \n So happy! 
Someone's cheerful today.	\n **Someone's cheerful today.** \n So happy! 
Someone's cheerful.	\n **Someone's cheerful.** \n So happy! 
Someone's chipper today.	\n **Someone's chipper today.** \n So happy! 
Someone's chipper.	\n **Someone's chipper.** \n So happy! 
Someone's enthusiastic today.	\n **Someone's enthusiastic today.** \n So happy! 
Someone's enthusiastic.	\n **Someone's enthusiastic.** \n So happy! 
Someone's feeling cheerful today.	\n **Someone's feeling cheerful today.** \n So happy! 
Someone's feeling cheerful.	\n **Someone's feeling cheerful.** \n So happy! 
Someone's feeling chipper today.	\n **Someone's feeling chipper today.** \n So happy! 
Someone's feeling chipper.	\n **Someone's feeling chipper.** \n So happy! 
Someone's feeling enthusiastic today.	\n **Someone's feeling enthusiastic today.** \n So happy! 
Someone's feeling enthusiastic.	\n **Someone's feeling enthusiastic.** \n So happy! 
Someone's feeling happy today.	\n **Someone's feeling happy today.** \n So happy! 
Someone's feeling happy.	\n **Someone's feeling happy.** \n So happy! 
Someone's happy	\n **Someone's happy** \n So happy! 
Someone's happy today.	\n **Someone's happy today.** \n So happy! 
Someone's happy.	\n **Someone's happy.** \n So happy! 
Someone's in a good mood	\n **Someone's in a good mood** \n So happy! 
Someone's in a good mood today?	\n **Someone's in a good mood today?** \n So happy! 
Someone's in a good mood.	\n **Someone's in a good mood.** \n So happy! 
Well aren't you cheerful today?	\n **Well aren't you cheerful today?** \n So happy! 
Well aren't you cheerful?	\n **Well aren't you cheerful?** \n So happy! 
Well aren't you chipper today?	\n **Well aren't you chipper today?** \n So happy! 
Well aren't you chipper?	\n **Well aren't you chipper?** \n So happy! 
Well aren't you enthusiastic today?	\n **Well aren't you enthusiastic today?** \n So happy! 
Well aren't you enthusiastic?	\n **Well aren't you enthusiastic?** \n So happy! 
Well aren't you feeling cheerful today?	\n **Well aren't you feeling cheerful today?** \n So happy! 
Well aren't you feeling cheerful?	\n **Well aren't you feeling cheerful?** \n So happy! 
Well aren't you feeling chipper today?	\n **Well aren't you feeling chipper today?** \n So happy! 
Well aren't you feeling chipper?	\n **Well aren't you feeling chipper?** \n So happy! 
Well aren't you feeling enthusiastic today?	\n **Well aren't you feeling enthusiastic today?** \n So happy! 
Well aren't you feeling enthusiastic?	\n **Well aren't you feeling enthusiastic?** \n So happy! 
Well aren't you feeling happy today?	\n **Well aren't you feeling happy today?** \n So happy! 
Well aren't you feeling happy?	\n **Well aren't you feeling happy?** \n So happy! 
Well aren't you happy today?	\n **Well aren't you happy today?** \n So happy! 
Well aren't you happy?	\n **Well aren't you happy?** \n So happy! 
Well aren't you in a good mood today?	\n **Well aren't you in a good mood today?** \n So happy! 
Well aren't you in a good mood?	\n **Well aren't you in a good mood?** \n So happy! 
Well somebody's cheerful today.	\n **Well somebody's cheerful today.** \n So happy! 
Well somebody's cheerful.	\n **Well somebody's cheerful.** \n So happy! 
Well somebody's chipper	\n **Well somebody's chipper** \n So happy! 
Well somebody's chipper today.	\n **Well somebody's chipper today.** \n So happy! 
Well somebody's enthusiastic today.	\n **Well somebody's enthusiastic today.** \n So happy! 
Well somebody's enthusiastic.	\n **Well somebody's enthusiastic.** \n So happy! 
Well somebody's feeling cheerful today.	\n **Well somebody's feeling cheerful today.** \n So happy! 
Well somebody's feeling cheerful.	\n **Well somebody's feeling cheerful.** \n So happy! 
Well somebody's feeling chipper today.	\n **Well somebody's feeling chipper today.** \n So happy! 
Well somebody's feeling chipper.	\n **Well somebody's feeling chipper.** \n So happy! 
Well somebody's feeling enthusiastic today.	\n **Well somebody's feeling enthusiastic today.** \n So happy! 
Well somebody's feeling enthusiastic.	\n **Well somebody's feeling enthusiastic.** \n So happy! 
Well somebody's feeling happy today.	\n **Well somebody's feeling happy today.** \n So happy! 
Well somebody's feeling happy.	\n **Well somebody's feeling happy.** \n So happy! 
Well somebody's happy today.	\n **Well somebody's happy today.** \n So happy! 
Well somebody's happy.	\n **Well somebody's happy.** \n So happy! 
Well somebody's in a good mood today.	\n **Well somebody's in a good mood today.** \n So happy! 
Well somebody's in a good mood.	\n **Well somebody's in a good mood.** \n So happy! 
Well someone's cheerful today.	\n **Well someone's cheerful today.** \n So happy! 
Well someone's cheerful.	\n **Well someone's cheerful.** \n So happy! 
Well someone's chipper today.	\n **Well someone's chipper today.** \n So happy! 
Well someone's chipper.	\n **Well someone's chipper.** \n So happy! 
Well someone's enthusiastic today.	\n **Well someone's enthusiastic today.** \n So happy! 
Well someone's enthusiastic.	\n **Well someone's enthusiastic.** \n So happy! 
Well someone's feeling cheerful today.	\n **Well someone's feeling cheerful today.** \n So happy! 
Well someone's feeling cheerful.	\n **Well someone's feeling cheerful.** \n So happy! 
Well someone's feeling chipper today.	\n **Well someone's feeling chipper today.** \n So happy! 
Well someone's feeling chipper.	\n **Well someone's feeling chipper.** \n So happy! 
Well someone's feeling enthusiastic today.	\n **Well someone's feeling enthusiastic today.** \n So happy! 
Well someone's feeling enthusiastic.	\n **Well someone's feeling enthusiastic.** \n So happy! 
Well someone's feeling happy today.	\n **Well someone's feeling happy today.** \n So happy! 
Well someone's feeling happy.	\n **Well someone's feeling happy.** \n So happy! 
Well someone's happy today.	\n **Well someone's happy today.** \n So happy! 
Well someone's happy.	\n **Well someone's happy.** \n So happy! 
Well someone's in a good mood today.	\n **Well someone's in a good mood today.** \n So happy! 
Well someone's in a good mood.	\n **Well someone's in a good mood.** \n So happy! 
Well you're cheerful today.	\n **Well you're cheerful today.** \n So happy! 
Well you're cheerful.	\n **Well you're cheerful.** \n So happy! 
Well you're chipper today.	\n **Well you're chipper today.** \n So happy! 
Well you're chipper.	\n **Well you're chipper.** \n So happy! 
Well you're enthusiastic today.	\n **Well you're enthusiastic today.** \n So happy! 
Well you're enthusiastic.	\n **Well you're enthusiastic.** \n So happy! 
Well you're feeling cheerful today.	\n **Well you're feeling cheerful today.** \n So happy! 
